"id","name","nominal","pfennig","hoehe","breite","thumb","image","euro","von","bis"
"18229347","Eberswalde, Stadt: 25 Pfennig 1921","25 Pfennig","25","54","86","http://ikmk.smb.museum/mk-edit/images/n30/30789/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30789/vs_org.jpg","0,4","1921","1921"
"18229349","Eberswalde, Stadt: 25 Pfennig 1921","25 Pfennig","25","56","85","http://ikmk.smb.museum/mk-edit/images/n30/30791/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30791/vs_org.jpg","0,4","1921","1921"
"18229350","Eberswalde, Stadt: 50 Pfennig 1921","50 Pfennig","50","54","85","http://ikmk.smb.museum/mk-edit/images/n30/30792/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30792/vs_org.jpg","0,4","1921","1921"
"18229351","Eberswalde, Stadt: 50 Pfennig 1921","50 Pfennig","50","55","87","http://ikmk.smb.museum/mk-edit/images/n30/30793/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30793/vs_org.jpg","0,4","1921","1921"
"18229352","Eberswalde, Stadt: 500.000 Mark 1923","500.000 Mark","50000000","92","136","http://ikmk.smb.museum/mk-edit/images/n30/30794/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30794/vs_org.jpg","0,0001","1923","1923"
"18229427","Eberswalde, Stadt: 1 Million Mark 1923","1 Million Mark","100000000","92","134","http://ikmk.smb.museum/mk-edit/images/n30/30870/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30870/vs_org.jpg","0,0001","1923","1923"
"18229428","Eberswalde, Stadt: 2 Millionen Mark 1923","2 Millionen Mark","200000000","90","134","http://ikmk.smb.museum/mk-edit/images/n30/30871/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30871/vs_org.jpg","0,0001","1923","1923"
"18229429","Eberswalde, Stadt: 5 Millionen Mark 1923","5 Millionen Mark","500000000","92","134","http://ikmk.smb.museum/mk-edit/images/n30/30872/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30872/vs_org.jpg","0,0001","1923","1923"
"18229430","Eberswalde, Stadt: 5 Millionen Mark 1923","5 Millionen Mark","500000000","91","131","http://ikmk.smb.museum/mk-edit/images/n30/30873/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30873/vs_org.jpg","0,0001","1923","1923"
"18229431","Eberswalde, Stadt: 10 Milliarden Mark 1923","10 Milliarden Mark","1000000000000","94","130","http://ikmk.smb.museum/mk-edit/images/n30/30874/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30874/vs_org.jpg","0,000000000001","1923","1923"
"18229432","Eberswalde, Stadt: 20 Milliarden Mark 1923","20 Milliarden Mark","2000000000000","95","131","http://ikmk.smb.museum/mk-edit/images/n30/30875/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30875/vs_org.jpg","0,000000000001","1923","1923"
"18229434","Vereinigung der Metallindustriellen von Eberswalde und Umgebung e.V.: 500.000 Mark 1923","500.000 Mark","50000000","89","143","http://ikmk.smb.museum/mk-edit/images/n30/30877/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30877/vs_org.jpg","0,0001","1923","1923"
"18229436","Vereinigung der Metallindustriellen von Eberswalde und Umgebung e.V.: 1 Million Mark 1923","1 Million Mark","100000000","88","144","http://ikmk.smb.museum/mk-edit/images/n30/30879/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30879/vs_org.jpg","0,0001","1923","1923"
"18229438","Vereinigung der Metallindustriellen von Eberswalde und Umgebung e.V.: 3 Millionen Mark 1923","3 Millionen Mark","300000000","89","144","http://ikmk.smb.museum/mk-edit/images/n30/30881/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30881/vs_org.jpg","0,0001","1923","1923"
"18229439","Vereinigung der Metallindustriellen von Eberswalde und Umgebung e.V.: 5 Millionen Mark 1923","5 Millionen Mark","500000000","88","142","http://ikmk.smb.museum/mk-edit/images/n30/30882/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30882/vs_org.jpg","0,0001","1923","1923"
"18229441","Vereinigung der Metallindustriellen von Eberswalde und Umgebung e.V.: 5 Millionen Mark 1923","5 Millionen Mark","500000000","87","141","http://ikmk.smb.museum/mk-edit/images/n30/30884/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30884/vs_org.jpg","0,0001","1923","1923"
"18229444","Vereinigung der Metallindustriellen von Eberswalde und Umgebung e.V.: 0,42 Mark Gold 1923","0,42 Goldmark","4200","68","114","http://ikmk.smb.museum/mk-edit/images/n30/30887/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30887/vs_org.jpg","0,0001","1923","1923"
"18229446","Vereinigung der Metallindustriellen von Eberswalde und Umgebung e.V.: 1,05 Mark Gold 1923","1,05 Goldmark","500","66","115","http://ikmk.smb.museum/mk-edit/images/n30/30889/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n30/30889/vs_org.jpg","0,0001","1923","1923"
"18229624","Finsterwalde, Stadt: 75 Pfennig 1921","75 Pfennig","75","73","107","http://ikmk.smb.museum/mk-edit/images/n31/31070/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31070/vs_org.jpg","0,4","1921","1921"
"18230115","Frankfurt an der Oder, Stadt: 5 Mark 1918","5 Mark","500","72","114","http://ikmk.smb.museum/mk-edit/images/n31/31561/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31561/vs_org.jpg","1,6","1918","1919"
"18230119","Frankfurt an der Oder, Stadt: 5 Mark 1918","5 Mark","500","72","114","http://ikmk.smb.museum/mk-edit/images/n31/31565/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31565/vs_org.jpg","1,6","1918","1919"
"18230122","Frankfurt an der Oder, Stadt: 50 Mark 1922","50 Mark","5000","72","114","http://ikmk.smb.museum/mk-edit/images/n31/31568/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31568/vs_org.jpg","0,001","1922","1922"
"18230123","Frankfurt an der Oder, Stadt: 10 Pfennig 1920","10 Pfennig","10","32","70","http://ikmk.smb.museum/mk-edit/images/n31/31569/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31569/vs_org.jpg","0,5","1920","1920"
"18230127","Frankfurt an der Oder, Stadt: 10 Pfennig 1920","10 Pfennig","10","34","70","http://ikmk.smb.museum/mk-edit/images/n31/31573/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31573/vs_org.jpg","0,5","1920","1920"
"18230128","Frankfurt an der Oder, Stadt: 25 Pfennig 1920","25 Pfennig","25","37","65","http://ikmk.smb.museum/mk-edit/images/n31/31574/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31574/vs_org.jpg","0,5","1920","1920"
"18230132","Frankfurt an der Oder, Stadt: 25 Pfennig 1920","25 Pfennig","25","35","65","http://ikmk.smb.museum/mk-edit/images/n31/31578/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31578/vs_org.jpg","0,5","1920","1920"
"18230134","Frankfurt an der Oder, Stadt: 50 Pfennig 1917","50 Pfennig","50","41","61","http://ikmk.smb.museum/mk-edit/images/n31/31580/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31580/vs_org.jpg","2,3","1917","1917"
"18230135","Frankfurt an der Oder, Stadt: 50 Pfennig 1917","50 Pfennig","50","41","61","http://ikmk.smb.museum/mk-edit/images/n31/31581/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31581/vs_org.jpg","2,3","1917","1917"
"18230222","Frankfurt an der Oder, Stadt: 50 Pfennig 1919","50 Pfennig","50","41","59","http://ikmk.smb.museum/mk-edit/images/n31/31668/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31668/vs_org.jpg","1,1","1919","1919"
"18230224","Frankfurt an der Oder, Stadt: 50 Pfennig 1919","50 Pfennig","50","42","60","http://ikmk.smb.museum/mk-edit/images/n31/31669/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31669/vs_org.jpg","1,1","1919","1919"
"18230225","Frankfurt an der Oder, Stadt: 50 Pfennig 1919","50 Pfennig","50","41","60","http://ikmk.smb.museum/mk-edit/images/n31/31670/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31670/vs_org.jpg","1,1","1919","1919"
"18230226","Frankfurt an der Oder, Stadt: 10 Pfennig 1921","10 Pfennig","10","60","90","http://ikmk.smb.museum/mk-edit/images/n31/31671/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31671/vs_org.jpg","0,4","1921","1921"
"18230227","Frankfurt an der Oder, Stadt: 25 Pfennig","25 Pfennig","25","60","90","http://ikmk.smb.museum/mk-edit/images/n31/31672/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31672/vs_org.jpg","0,4","1921","1921"
"18230229","Frankfurt an der Oder, Stadt: 50 Pfennig","50 Pfennig","50","61","90","http://ikmk.smb.museum/mk-edit/images/n31/31674/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31674/vs_org.jpg","0,4","1921","1921"
"18230231","Frankfurt an der Oder, Stadt: 100 Pfennig","100 Pfennig","100","60","91","http://ikmk.smb.museum/mk-edit/images/n31/31676/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n31/31676/vs_org.jpg","0,4","1921","1921"
"18230729","Friesack, Stadt: 25 Pfennig 1921","25 Pfennig","25","58","88","http://ikmk.smb.museum/mk-edit/images/n32/32175/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n32/32175/vs_org.jpg","0,4","1921","1921"
"18230730","Friesack, Stadt: 25 Pfennig 1921","25 Pfennig","25","58","88","http://ikmk.smb.museum/mk-edit/images/n32/32176/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n32/32176/vs_org.jpg","0,4","1921","1921"
"18230731","Friesack, Stadt: 25 Pfennig 1921","25 Pfennig","25","58","88","http://ikmk.smb.museum/mk-edit/images/n32/32177/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n32/32177/vs_org.jpg","0,4","1921","1921"
"18230732","Friesack, Stadt: 50 Pfennig 1921","50 Pfennig","50","59","88","http://ikmk.smb.museum/mk-edit/images/n32/32178/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n32/32178/vs_org.jpg","0,4","1921","1921"
"18230733","Friesack, Stadt: 50 Pfennig 1921","50 Pfennig","50","58","88","http://ikmk.smb.museum/mk-edit/images/n32/32179/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n32/32179/vs_org.jpg","0,4","1921","1921"
"18230734","Friesack, Stadt: 50 Pfennig 1921","50 Pfennig","50","59","88","http://ikmk.smb.museum/mk-edit/images/n32/32180/vs_thumb.jpg","http://ikmk.smb.museum/mk-edit/images/n32/32180/vs_org.jpg","0,4","1921","1921"
